Q,A
내일 한하림 교수님 수업 녹강인가요?,녹강 맞지않아요?? 1.3주차만 실강이엇던거같은데
낼 대면이야? 계획서에 안써있는데..,그니까 일단 강의실 가보려고
낼 수업 끝나고 한그릇 때릴려 하는데,고래분식
낼이 장바구니 아니었음?? 26이야?,26임
너넨 뭐써? 자세한 제품명도 알려주라,헤라 cc크림
너무.. 다들 대학쪽이라 소외감이..,오 나도
누가 그러던데..진짠가요? 안들었는데,상관없어요 그거 안들어도
님들 진로설계1 책 머 사야 하나요?,첫수업때 나눠주던데
다 풀고 나왔어??어려웠어 쉬웠어??,다풀었음
다 한 사람? 기간 얼마나 걸렸어??,주제랑 수시 둘다 26일까지 맞지?
다들 빨리 나간거 보면 많이 쉬웠어?,개어렵던데 진짜 b만 주셨으면 좋겠다...ㅠ
다들 시험 잘봤어??? 어려웠는데..,내년에 봬요 교수님ㅜ
다들 시험보기 몇주전부터 하시나요??,평소에 강의 들었으면 1주안들었으면 2주?
다들 연습문제 풀고 계시나요..?ㅠㅠ,준내 어려워서 손도 못대겠음요
다들 이번과제는 점수 잘 받아써….?,잘받고싶당
다들 인스타 친친 기준이 어떻게 돼?,친친이 뭔가요?
다들 조금만 들어서 다 높으려나...,학점이 13밑이어서 못받지
다들 퇴실했나? 내일 퇴실할건데 ㅜㅜ,나 내일해~
다른과 과사근로도 하나..? 걱정이네,보통 안 뽑힞
다음주가 벌써 장바구니 기간임....,오마이갓
다음학기 몇 학점 더 들을 수 있음?,너가 알아봐ㅋㅋㅋ
단지계획론 재시험 보는사람 없어???,너 봐?
달때가 있음? 각이 안보이는데 추천좀,굳이 안에서 해야됨?
대면수업인가요? 아직 공지가 없으셔서,그 교수님 대면 좋아하세요 무조건 대면일 듯
대전 버스 밤 몇시까지 운영하나용??,"보통 10시 35분~50분쯤에 막차에요 버스마다 다르고 급행 2,3은 11시정도까지 있어요"
대전에 일일권 있는 핼스장 아시는분?,지역
대전에서 제일 큰 서점이 어디에요?!,"선화동 계룡문고/영풍문고 유성점,대전점"
대학영어 교재 사야하는데 어디서 사징,교내서점
도보로하는데 콜이 잘 안잡히네 ㅠㅡㅠ,할만 해요..?
독서실 잇는거 마즘? 왜 난 안보이지,거기 2층에 카페같은데 있음
돈 남은거 받음? 나만 못 받은건가?,그거 8/1일에 들어온데요
돈 모아서 사 아님 부모님이 사주셔?,알바해야디
동아리같은거 만들면 들어올사람 있음?,오 저요!
동전으로도 충전 되던가..? 까묵었다,오직 지폐만!
됐는데...중간에 끊을수 있나...?,열면 끝남
된거야? 하나은행으로 해서 불안하다ㅠ,하나은행 안 된다고 써있을 텐데? 그거 인정 안 될 걸
두 근의 합 구했는데 틀렸다고 해서요,근 하하하하
둘중에 고민되는데 머가 더 좋을까요?,프로 ㄱ
둘중에 어떤게 더 중요하다고 생각해?,다다익선
드랍기간 끝나서 이제 드랍 못해….?,공지를 봐
들어보신분! 조별과제나 발표있나요?!,작년 계절기준 없었음
디피랑 지금 군대랑 비교하자면 어때?,지금 저러면 뉴스감 아님?
따른활동은 아예안함? 주로 어디로감?,그냥 수련회임 근데 이제 술을먹는
로아랑 3d max돌릴건데 괜찮나요?,오버클럭 돌릴거 아니면 메인보드 좀만 더 싼걸로 바꿔도 될듯
롯데프레쉬말고 다른 식자재마트....,쓱배송!
리싸수은 신이고 암드주식은 무?적이야,먼데 무슨일인데?!
마지막줄 cos이 아니라 sin아님?,왜 sin?
막 서버터지고 금방 바닥나고 이럼??,의외로 그정돔 아니었어 살짝느린정도
만약 있다면 혹시 조언 줄 수 있어?,편입하려고 하는 거면 비추
많나요??왜 별로 못본 거 같지...,개많음
많은 이성들이 나의 번호를 물어보겠군,아. 네
말문제는 뭐를 말하는건지 아시나요!?,이론 문제
맞고 안아파도 약 먹고 잤나요 ..?,ㄴㄴ안먹음
맨 아래에 저기에 뭐 써야하나요..?,남기고 일단 가져가
맵으로보면 가까운데 30분안에 ㄱㄴ?,3분도안걸림
며칠 살아본 결과 룸메 어떰?솔직하게,니쁘지 않음 괜춘
몇개는 이게 된다고? 싶은것도 있어서,찢 공약도 말도 안되는데 대선 나오잖아
몇시에 잘까? 시험은 내일 오후 2시,혹시 역사와 문화신가욬ㅋㅋㅋ
모자 쓰고 가면 교수님들이 싫어함??,난 걍 쓰고감 벗으라고하면 그때 벗고 그런적은 없었지만
목 간질거리면 코로나 초기 증상이야?,목 간질거리긴해 코로나면
목요일 오전수업 통보세 비대면인가요?,대면이에요
무슨 진로설계에 인원제한이 있지???,내말이... 2학기때 넣어야할듯..
문과애들은 뭐가 최종관문임? 포폴인가,치킨집
문제좀 풀어주실분...사례 합니다..,어떤건지 볼 수 있을까요?
문콘비 시험 많이 어려웠나요??  ㅠ,너 내일 시험이구나?? 나도 내일 문콘비 시험이야! 공부는 하나도 안했지!!
물고기잡는데 저렇게 호들갑 떨 일인가,나이도 개많네
물리학 미적분 정보통신학계론 이런건데,전 첫수업 때 안 챙겨갔어요 물리 미적 화학 다
뭐 시행되고있는 뉴스도 잘 안보이는데,확정은 아니고 일단 목표가 200인듯?
뭔 늑대무리가 되있냐... 너무무섭다,사진올려주세요 옛날사진도 있음 같이
미래동 1층에 있었는데 없넹 오디갔댜,그거 없어져서
미방 b맞을려면 어느정도 해야되나요?,반타작이하면 맞는듯
미적2 기말 평균 몇점정도 될까 ??,32
미적분은 웹어싸인 땜에 정가로 샀는데,네넹 미적이나 대학영어 말고는 코드 쓰는거 없어서 다 중고로 사도돼욘
ㅂㅈㅇ교수님 첫날부터 진도나가나요??,미적은 원래 오티부터 진도나감
반액 맞을려면 학점 몇이상 나와야해?,나 전학기 4.2 반액
받아보고 용종 발견된 사람 있어..?,난 아니구 우리아빠
발표 피피티 제작 얼마나 걸리시나요?,보통 3시간
방송내용이 뭐야 뭔소리하는지 모르겠네,부정선거 냄새적발해서 파헤치고있음
밭대 주변에 컬러 프린트 얼마에요??,장당 100원
밭대 주위에 농구공 파는데 없나요??,문구점같이 생긴데선 다 팜
배고프거든? 빵 뜯고 책상위 올려둔다,아직도 2층중인데 걍 머거용
배드민턴 동아리 활동 많이 하나요??,그니깐요 ㅠㅠ
배민은 통크게 할인도 안하고 ㅂㅅ인듯,난 왜 항상 저런거 없냐 요기패스를 해야 주는겨?
백반말고 다른 추천할만한 메뉴 있음?,새로운 백반
백신맞는날 수업 겹치먄 어떻게 해요?,째요
뱃지랑명예로운 한밭인이라해서 별루야?,금 은 동이면 좋다
별이나 행성 보러다니는 동아리 있나?,재밌을거같다
보고서 쓸때 실험배경에 몇줄 썼어??,배경지식?
보드게임이라는데 아시는분 쪽지좀요ㅜㅠ,스ㄹ렌더는 들어봄
보통 계절학기 몇월부터 시작하나요 ?,바로
보통 내일까지면 대부분 과 셤 끝나?,ㄴㄴ다름
보통 전액은 몇학점정도까지 받아..?,당연 4.5지
복수전공으로 융합경영학과 붙은 사람?,불허됐네 시벌
복학생이구 구관넣었는데 되면좋겠다..,ㅇㅇ된다
복학하는데 나만 안 들어가져 있는건가,수강신청할때쯔음 초대되던데 과마다다름
본가 가야하는디 수업 절대 안하겠죠?,안해요 ㅎㅎ
부모님 직업 번듯하지 못한사람 있음?,정-적
불편해 하시겠죠? 메세지가 나은가..,이메일
비대면 강의에 대한 과제 있었어요??,아뇨 출석하고 영상 시청만 하면 되용
비대면 줌수업이었어도 인정해주나..?,당연히 해주겟지아파서 누워잇엇거나 응급실 갓으면 우짤라고 ㅋㅋ
비싼편인가요? 보통 얼마정도 하나요?,10만원이용
비행기소리 엄청 들리던데 뭔일 있음?,주변에 공군있으니까
빈자리 내일 10시에 잡을 수 있지?,그 전에 누가 담으면 못 잡지 ㅋㅋㅋ
빌려다가 복사해서 따로보는사람있어??,오 똑똑한데?
사는사람 있나? 매장가서 구경가고싶네,난 구매하진않을거같지만 어제 마트가서 사용해봄 괜찮드라 ㅎ
사람들 막 몰려있는데 오늘 뭐 있나?,피크닉
사례 바라면 이득충이고 속물같아보임?,선행은 바라면 안되지만선행에 맞는 보상은 해주는게 도리긴하지
사례금을 드려야해? 준다면 얼마정도?,교촌콤보하나로 퉁
사밭에서 줌 출결 어떻게 보는거야 ?,ㄱㄴㄲ 강의목록 들어가서 출결정보(기간내) 이거봐도 -이 표시만 뜨고 아무것도 안써있어
사진에서 cos옆에있는 a는 뭐에요?,변위크기같은 개념 아니까
산디과에서 1학기때 마카쓰나요 ???,2학년 때 쓰는 걸로 기억해요
산물하려고하는데 가격이 많이 차이나네,깡패랑 양아치 차이임
삼겹살은 어디가 맛있는지 모르겠네;;,큰길쪽 제주돼지 머시기 맛있음
새로 사려고 하는데 15인치 괜찮을까,나 무겁고 성능 개빵빵한거 샀다가 후회중 그냥 적당하고 가벼운게 최고야!!
생산관리 시험지 쉅시간에 나눠주나요?,다시 걷어감
서류는 거의 다 붙는거라고 보면 됨?,붙으면 연락따로가는거같은데
서점 옆에 있는 교직원식당 맞나요??,학교서점 미테 cu편의점 여페서 머거요😚
설명환 교수님 시험이나 과제 어때요?,시험은 좀 어려운뎅 과제도 별로 없고 착하세용
설명환 교수님꺼 들어본사람?? 후기좀,그냥 ppt에 있는거 읽어줌
성적 평균 얼마정도 되냐?과도 알려줘,싫오
성적만 좋으면 받음?봉사도 해야하나?,과에따라 조건이 달라여
성적우수장학금 받으면 국장 못받아요?,놉 국장이 먼저
성적장학금 이걸줘? 독하다 독해 진짜,너보다 더 뒤지게 안한 사람이 많나봐
성폭력 예방교육 이거 안들어도 되죠?,유닛 필요해도 안 들을거
셔틀버스랑 임차버스랑 뭐가 다른거야?,"노선, 빈도"
소나무동 독서실 안닫고 계속 여나요?,그런 듯
솔루션 있는 사람…? 사례합니다 ㅠㅜ,쪽지주세욤
수 678 시험범위가 어디까지예용…?,알게 되면 저도 알려주세요😉
수업 관련해서 따로 문자온거 있나요?,없어요! ㅇㄷㅎ교수님꺼 들으셔요?
수업 그냥 못 듣고 넘어가야하는거임?,나도 코로난데 ㅋㅋ 학교 어케 다님?
수업듣는사람들혹시 문자온 거 있니??,4차 문자안왓움
수업에서 질적으로도 차이가 나려나??,교수님은 차이 없음 ㄹㅇ
수업형태변경기간에 하면 되나요..??,학과전화ㄱㄱ
수요일반 시험 언제인지 아시는분..?,이번주
수요일에 가는데 아시는분 있으신가요?,뭐든지 미리 말씀드리고 과사에도 말씀
"순대차, 타코야끼 중에 뭐오는날이지?",타코야끼 아님? 순대차는 화요일이었던든
슬슬 알바 끝나가서 살빼기 시작하려고,맛은있는데 간쌔서 쉽게질림
승인되면 부스터샷같은건 안맞아도되나?,그거 언제 승인될지모름
시끄럽나요? 샤워실이 바로 옆이라..,34가 젤 좋긴함
시험 어디서 보는지 공지 올라왔나요?,사이버한밭에 올라왔어요
시험 하나도 못보면 학점 뭐나오나요?,글쎄 D?
시험기간대비 기숙사 임시개방 안하나?,기숙사 자리 많아서 안열어주는듯
신입생 필수라던데 이거 뭐하는건가요?,필수 아님
신입생인데 과목마자 책 어디서 봐요?,강의계획서 아닌가
신청하긴했는데 어떤가 모르겠네요...,특론이 뭐지 엔시스인가
신청했는데 아직 승인안된 애들 있어?,나 오늘 신청함 ㅋㅋ
실험 1번 빠지면 점수 영향 큰가요?,실험있는날이면 클수도
써본사람중에 어디꺼가 괜찮았니 다들?,관리안됨
쓰면 전기요금 폭탄잉가요? 잘 몰라스,전기장판 반입 안될텐데
ㅇㄷㅎ교수님 강의 듣는데 공부팁있음?,퀴즈말하는거?
ㅇㅇ? 그래서 막 난리치고 하는거??,멍청한거 티내노?
ㅇㅊㅈ교수님 시험 다음주에 본다했지?,이것도 시험을 봐?
아 쫄보라서 검사하기 무서운데 ...,초창기땐 넣고 돌리고 좀 시간 지나고 뺐는데 이젠 넣고 아 라고 하기전ㅇ0 끝남
아는사람 알려주세요 ㅠㅜ 교바교인가?,강의계획서 확인
아무 표시도 없으면 학고 아닌거야??,1.7밑이면 아웃
아이패드 보조배터리 다들 뭐 써???,보조배터리
아이폰은 그런것같은데 갤럭시는 어때?,"자급제 + 알뜰요금이 3,4년 쓸거같으면 이득인데 2년에 한번씩 폰 바꿀꺼면 약정잡고 사는게 이득임 알뜰요금도 요금 나름이라"
아직 00시까지 하는곳 없으려나..?,우리 집으로 와 커피 내려줄게
아직 안 끝난 분 같이 벼락치기하실?,잘생김?
아직도 학과승인 안됐네 원래이런건가?,나도 그래서 이번주 일요일까지 기다려보려고
아직도 확정 안떴으면휴학 못하는거임?,과사에 전화
아ㅋㅋ 우리 지역 스벅 없다구 안해~,어디서하는데?
안 들어가지는데 어떻게 하라는건가요?,다운 받아놨어야죠
안 올리신 강의 엄청 많은 거 같은데,안 할 듯
안들어왔는데 원래 늦게 들어오는거야?,원래 학기말에 들어옵니다
안들었는데 유체 역학 2 듣기 가능?,불가능 선이수과정 안들었잖아
알바 첫지원인데 뭐 어떻게해야해???,연락올때 까지 기다리면 됨
알바생이 마음속으로 이 ㄱㅅㄲ할만한거,여기서부터 저기까지 다요
애케플 가입할까? 보호필름만 붙일예정,7이면 가입함
얇은 자켓 언제까지 입을 수 있을까?,한달?
양배추즙 먹는사람 있어? 뭐 먹어??,cj거
어느동이얌? 한달 교통비가 궁금해서~,봉
어디가 더 나아? 둘다 첨지원해봄..,신관
어디읽는거야? ppt 다 읽어야해??,ㅇㅇ 다 읽으라고 하셨음..
어때 추천함? 잘하는곳알면 추천도해줭,나 속눈썹 길고 무거운데 ㅂㄹ였엉
어떤 장단점이 있어서 하는거야 보통?,학생신분 유지하면서 취업준비
어떤게 구판이고 어떤개 신판 이에영?,위에건 10th고 밑에건 8th네교수님한테 물어봐요
어제 동아리 신청한거 연락이 안오네?,뭐신청함
어제 비와이 7시 후반에 왔던것같은데,동아리 공연들 있어서 늦게 올듯
어제까지던데 이거 안들어도 괜찮은거지,ㄴㄴ 안들으면 학년 못 올라감
어케 생각해? 미니랑 에어는 너무비싸,난 이미 예약했는데
어케 함? 고지서에 납부 됐다고 뜸?,고지서잘봐봐
어케하냐 ㅈㄴ막막하다 다들 주제뭐함?,음원 사재기 ㄱㄱ
언제까지 배포하는지 아시는분 있나요?,정해진기간은없어요
언제까지야??.. 26일 까지 맞아?,카톡오자나요
얼마 이상부터 오 좋은곳 사네 이럼?,8
