Q,A
어느정도 해야하나요??,평균 85정도 나오면 그쯤이지 않나?
에타에 아직 안올라왔넹,월요일에 영양사님 출근하셔야 올라와요
왜 안뜨지 어케 봐요?,어플말고 구글에서 컴버전으로 보면 됨
2학기 대면으로 할려나?,기말전까지는 비대면 거의 확정 아닐까
둘다 밤샘하고 그런거야?,건축학과는 디자인 건축공학은 공학임.
미사일 날라오는줄 알았네,옆동네 계룡에 공군 부대 있어서 그럼
아 렉 왜이래? 수업인데,학교에서 9-10시까지 긴급점검해선가
줌주소같은거도 없고..ㅠ,7시 5분에 공지올라왔는데 확인했어?
ㄱㅂㄱ 세라믹재료 어땠어?,풀만했는데 나는 시간이 너무 촉박했어
궁금한데  점수이래 나온개,기말은 보통 이멜로 물어보면 알려주심
그거 대면이야 비대면이야?,내연기관좋나요?  이제 사양될것같은데
김성환 교수님 어떤가요??,계절 비대면 들었을 때 매우 괜찮았음
너 나랑 사귈래 친구할래?,거리두기 실천하는 친구가 많이 생길듯
뭐라고 검색해야 나오나요?,학과 사이트 들어가서 찾으면 다 나옴
범위가 너무 미쳤는데???,저는 다 전위만 적고 나올까 생각 중
자리 착석해서 공부 안됨?,ㅇㅇ 트월킹하면서 공부하는걸로 바꼈음
조교들이 많이하기도 함??,대학원생 많이 키우시는분들은 거의그럼
10월달 언제 신청 가능함?,모의토익 이번에도 온라인으로 보나요?
개강이랑 종강 언제인가요??,학교 홈페이지에 공지 올라옴 확인 ㄱ
결핵진단서만 있으면 되나여?,1학기 입사했으면 신분증만 있음 돼요
공공행정학과 과사 어디에요?,s10동 4층 복도 맨끝에 왼쪽입니다
공부 시간 어느 정도 돼??,ㅅ중간중간 쉬면서 하면 대충 두시간반
과제 언제까지라고 하셨나요?,아 과제가 있었는데... 지금기억났네
연휴때 대전에 있는 사람?!,본가가서 집밥먹어야지 기숙사밥 좆같다
4학년 2학기인데도 전과됨??,되긴하겠지만 4년을 다시 다니게..?
a는 평균값 구하는거야? ㅠㅠ,난 1 2 3 번째 로 나눠서구했는디
구관 사람들도 쓸 수 있나요?,구관은 식당 2층에 헬스장 있어요 !
기계재료 시험장소 어디에요??,공지없긴한데 중간고사때랑 같지않을까?
"네, 저 밑바닥에서 왔습니다!",누가 제 얼굴을 이렇게 만들었냐구요?
다들 카톡 왔어? 난 ㄴㄴ..,나 그거 쪽지 왔는데 옵챗 못들어가서
몇시부터 몇시까지야??? 🥺,오픈은 모르겠고 23시까지로 알고있엉
방학때 혼자 공부 할라 카는데,파이썬 국민맵이라 좀만빌드연구하면 됨
숏코트인데 그래도 덥겠지..?,ㄴㄴ 코트입어야 됨저녁이면 준내 추움
시험과 관련 공지 해주셨나요?,안해주신거 같은데.. 혹시 찾으셨나요
왜 이시간에 밖에서 떠들고있누,내일 개교기념일이라고 그냥 놀자판인듯
점호때 된다했던거 취소된거야?,그니까.. 내일 연락 해 봐야 할 듯
중간고사 이후로는 대면할듯??,제발 대면하길 !! 대면 넘 하고시포
궁그메..그리고 옷도 그냥 줌?,옷주고 지금 이벤트중이라 달에 8만원
글씨크기 어디까지가능한가요?ㅠㅠ,"본문 10-11pt, 소제목 15pt"
나 전자다 화공이다 안하고 굳이,조금이라도 자길 못알아보게하고싶은거임
나만 끊기고 줌에서 튕기나요??,전 놑북으로보는데 랜선연결하고 나아짐
다들 삼전 얼마에 몇 주 삼??,에타 올라오는거 대부분 7층~8층일듯
들어가기전에 QR찍는거 어케함?,한밭대스마트캠퍼스 앱설치 -문진표작성
이건 그 과 아니면 못 듣나요?,아마 신청해도 과사에서 짜를거같은데요
포화인지 과열기체인지 압축액인지,아니요. 온도 또는 압력이 필요합니다
화욜에 시험있어서 공부하려했는데,"토요일/ 화요일 시험, 월요일 수업?"
내 프사 바껴도 상대방한테 안떠?,차단친구목록에서 프로필 비공개 해야됨
내성적 생각보다 잘나왔네??ㅋㅋㅋ,나도 절평때보다 풀어진거같은데 올랏음
대면상담원칙이 어디 나와 있나요?,그게뭔데요 학교홈페이지에 검색부터 ㄱ
똑똑한 친구야 한번만 알려주라!!,1유형받고 부족한건 2유형으로도 줘요
"레터링 케이크 어디서 사는거야,?",인스타에 레터링케이크 치면 많이 나옴
레포트 다들 몇 페이지 썼어???,4장 썼는데 혹시 기말 오픈북이야??
발표 팀플로 하는 교수님 있나요?,팀플 없는분 안계시니깐 그냥 ㄱㄱ!!
실험 날 빠지면 점수 많이 깎여?,출석 점수 깎이고 보고서 점수 빵점임
어떻게든 듣는 방법없나 ....?,사파리로 들어가서 pc버전들으면 가능
어떻게해야 딸 수 있을까요??ㅠㅠ,홈페이지 들어가서 강의 듣는거 신청해
10년뒤 대한민국은 어떤 모습일까?,10년뒤에도 대한민국이 살아잇노 ㅋㅋ
1주차때 아무것도 안해도 되는거야?,오티 올라온다는데 아직 안 올라왔어?
s8동 207호 항상 열려있나요??,과사가서 조교님께 말씀드리면 열쇠주심
선배들이 먼저 말걸어주나요...?!,ㄴㄴ 선배들도 대면식 처음일 듯 ㅋㅋ
원래 이렇게 뜨나? 이게 뭔 말이지,말 그대로잖아 260까지 지급해준다고
이거 과제 있어? 과제 안올라왔던데,저번 실습시간 ppt에 있는 문제야!
저는 좀 어려웠어요 특히마지막장..,고딩 시험 다시보는거같앴음...어렵다
전달사항이 뭘까용??궁금하게하네ㅋㅋ,점호 언제하죵 과제하고 씻고싶은데..
혹시 책재고 잇는지 물어볼수잇나요?,무슨무슨 책주세요 하면 주는거 아님?
강의평가에 절대평가라는데 맞나요..?,원래 상대평가인데 교수님이 바꾸셨어요
글로벌한국학 하는 칭규덜 있니 ㅠㅠ?,한국어음운론 좀 들어줘 ㅠㅠ...~!
난 고민중인데 수업은 못따라갈거같은뎅,진짜 시험 어케볼까싶다 어떻게 다외움
복학하는데 나만 안 들어가져 있는건가,수강신청할때쯔음 초대되던데 과마다다름
비대면 강의에 대한 과제 있었어요??,아뇨 출석하고 영상 시청만 하면 되용
빈자리 내일 10시에 잡을 수 있지?,그 전에 누가 담으면 못 잡지 ㅋㅋㅋ
성적장학금 이걸줘? 독하다 독해 진짜,너보다 더 뒤지게 안한 사람이 많나봐
수업 그냥 못 듣고 넘어가야하는거임?,나도 코로난데 ㅋㅋ 학교 어케 다님?
수요일에 가는데 아시는분 있으신가요?,뭐든지 미리 말씀드리고 과사에도 말씀
왜 미분하면 밑 식이 되나요..?ㅜㅜ,속미분 저기 잘보면 미분표시 ‘ 있음
이의 신청했는데  읽고  답이 없으셔,메일보내서 답없으시면 문자로 보내보자
주변에 왜이리 외롭다는 사람이 많은지,봄이자나 이제 있으면 좋긴해 ㅎㅎㅎㅎ
2학년때 안듣고 3학년에 들어도 돼나?,"1학기,2학기 나눠서 2,3다들어야됨"
다들 공부 많이하심? 양이너무많은데..,이제 하려는데..범위가 어떻게 되죠?
대체휴일이라던데 우리학교 쉬는거 맞지?,녹강이라 어차피 다 올리던데 들으라고
캠퍼스 안에는 있던데 거기로 가야되요?,왜 자취쓰레기를 캠퍼스에 버리나요오오
2상자에 이불이면 별로 많은 거 아니지?,ㅇㅇ 많은편 아님 나 3상자 + 이불
2주만 비대면도 아니고 아예 쭉 비대면?,아예는 아니고 회복하시면 대면전환이지
공부하고 있어??,강의 첨부터 끝까지 정리했다.. 후..
그럴수가있는거임?,커피도 군것질이면 군것질이긴 한데...
대부분 없나요??,네 사장가족들에게만 상여급 지급됩니다~
딱 1인분 먹을때,배고프면 5분 맛없고 배안고프면 20분
몇도가 적당해요?,높은 온도로 훅 따뜻하게 만들고 끄는편
얼마나 걸리나요?,자기가 풀기에 따라 다름 오분컷도 가능
연락온사람 있어?,그거 언제 발표나는거야 나도 신청했는데
ㅈㅎㄱ 교수님..,몇점나오셨길래 만점을 노리시는거죠 ㄷㄷ
진짜  답도 없네,최종합격자 발표가 난 후에 공지 하겠지
1시간 걸리긴하는디,올때 택시타서 갈때 버스타야함 나는..
계좌들 괜찮노..?,한달동안 우하향 찍고 있어서 미칠것같다
그대로 남아있는겨?,어떤식으로 통합되냐에 따라서 다를거에요
볼수있는데가 있어?,에타 식단표에 나오는 교직원식당 메뉴임
시험 어땠어요???,쉽진 않았던것같아요. 헷갈리는거 많던데
이거 f인가...?,출석 들어가서 세모면 지각 엑스면 결석
과제한거 보고 썼어?,나 작년에 들었는데 과제한거 고대로 씀
나 알리 가르처줘..,학교에서 보드 타는  미친놈이 있겠냐?
동아리 활동 많이함?,선착임 빨리 신청하면 많이 할 수 있음
분수 나오는데 있음?,있어도 안하지않을까 펌프쓰는거도 돈인데
이 A+이 네것이냐?,ㅋㅌㅋㅋㅋㅋㅋㅋㅋㅌㅋㅋㅋㅋㅋㅌㅋㅋㅋㅋㅋ
2주까지 가능한건가요?,격리통지서에 표기된 격리기간만 인정일껄
3차도 맞아야할까..?,목숨걸고 맞던가 목숨걸고 정부에 저항해
먹을만한 곳 있나요??,라니마라탕이 사실 맛있는듯 길들여졌나;
재수강 어떻게 해야하지,전공은 계절없음 다음 학년에 들어야 돼
집가까운덴 2만원 달래,난 3만원 주고 했어 그거 보건증도 됨
국장 난이도 익스트림하네,넷플릭스는 어제 -36퍼찍었는데 뭐..
근처에 닭발맛집없니..?,"웅이였나,,,웅,,웅,,,,웅머시기,,"
나만 역사와 문화 터짐?,교수님이 뭐 문제있으셔서 나가시는듯..
따로 확인하는곳이 있어?,전화오거나 이제 힉교로 전체 공지올라옴
땅이 있으면 어떨거같음?,나도 모르게 있다면 일단 기분은 좋겠지
실습 과제 다 했어???,이거 왜 설치가안댐???????????
오늘 늦게들어오겠지ㅜ ?,오후엔 들어오지 않을까?? 존버중 ..
이거 주옥된거 맞습니까?,ㅋㅋㅋㅋㅋ 그곳이 어디든 주옥된거지 뭐
이번주에 퀴즈 보나요?!,몰?루 지난 주 수업 안 듣고 뭐했붕!
저녁도 6:30까진가요?,저녁 6시 반부터 7시까지라고 돼있는데
전선7개 다 듣는사람!?,7개 진짜 힘들겠다.. 6개도 울겠는데
중간 다 틀리면 f 임?,중간기말합쳐서 일정점수 못넘어야 f에요
지원금 언제쯤 들어올까?,저번에 중순에 들온다고 했던 거 같기도
택배오면 어디에 두나요?,목련화동 1층 밖에 물품보관함으로 와요
100점맞았다 이게 야스?,잘했노 난 어디서 조금 감점된듯 95네
그럼 A+는 상위 몇%야?,"A,A+ 포함 30% 라서 그건 교수맘"
남자 몇시부터 이용ㄱㄴ??,딴사람들은 걍 24시간 하루종일 있던데
도서관 운영 주말도 하지?,공지사항에 안한다고 올라와있네  ㅡ.ㅡ
뭐만 하면 9층인거 같던데,9층에 아주 큰 벌레가 살고이쏘요!😠
배속해서 들어도 괜찮음??,그 출석인정되는 시간까지 채운다면 ㄱㅊ
실수한번도 안했는데ㅋㅋㅋㅋ,본인선택일자는 1분늦어도 2월꺼 되든디
아는사람이써? 배고팡;-;,에타 교직원 식당 거기에 메뉴 나와있어
야자안하면 몇시에 끝나려나,4시! 방과후 같은거 신청하면 6시였나
테이크아웃할때 가장 싼곳!,2처넌??일듯 인딥 플레이스38 일리터
1억6천 콜? 인정하면 ㄱㅊ,솔직히 난 1억추면 개처럼 다녀올수있음
뭔가 애매해서 질문 드립니다,상대 일때 3.3 성적장학금c받았습니당
야간만 떠 이거 어떻게 해?,ㄴㄷ 계속 얘기해보는데 답이 안나와..
예지관은 어디에 있는건가요?,도서관 옆(오른쪽)에 딸려있는 건물이요
유기공업화학 내일대면인가??,그런거야?? 저저번주에 안갔더니 몰라서
출석 과제 다해도 안봐줘요?,중간기말 합쳐서 20점이면 식만써도받음
그치? 그렇다 해줘 ㅜㅜㅜㅜㅜ,결정되는건 아닌데 영향은 끼침 화이팅!
어때요? 시험 많이 어렵나요?,시험 어려워요 서술형 한문제만 내십니다
언제찍은거임? 나만몰랐냐...,수요일에 찍었읍니다 kbs차량 봤읍니다
이거 공식 어케외웠습니까..?,무슨기사인지는 모르겠지만 안되는건 없어
이번주는 4개 다해야하는거임?,과제 뭔지 쪽지로 알려주실 수 있나요?
지금 2천원 3천원 이렇게하네,200 500 700 1000으로 오름
출석인정받을려면 뭐제출해야됨?,일단 모르면 과 가면 신청서랑 다 있음
코드를 뭘 입력하란 거에요??,웹어싸인 책에 있는 코드 입력하는거겠죵
한자 쓰는 거 꽤 많이 나왔네,재수강이 부르는 중인 거 같은데 망했다
b맞을려묜 기말 몇점 맞아야함?,그냥 평균에서 많이 안 벗어나면 가능함
동네 새마을금고라도 털어야하나?,빠르게 버는 법은 있어도 쉬운 건 없다
성적 장학금 받을 수 있는거지?,응 근데 등록금 그 이상은 안들어올걸?
성적중복포기 기간이 아니라고뜨네,전산처리 되고 공지사항 뜨니까 기다려봥
이게....뭐였...드라...?,내가.... 뭘... 공부..했드라??
프린트 할수있는곳 있을까요..?,프린트카페 가십셔 과동에도 있지 않나?
휴학증명서 어디서 뽑을수있어??,n1가보셈 1층들어가서 왼쪽 대각선으로
그냥 피피티 다 외워야 해? ㅠㅠ,혹시 ㅠ인현사 시험범위 어딘지 알아…?
그래서 일부러 안만드는중암튼 그럼,집에서 공부하는 게 집중이 잘 되겠지?
돈 주고 사는 방법 밖에 없나요?,영어교재는 구글링 열심히 하다보면 나옴
동생이 간다고 하면 추천 비추천?,추천 비추천 쓰기 귀찮아서 초성퀴즈하네
ㅇㅈㅎ 교수님 들어본 사람 어때?,오늘 담았는데 이 교양 너무 걱정되여…
알랴주세요 언니누나오빠형들 ㅠㅠ!,콘센트 없는데가 있나요? 있지않을까요?
오늘 3.4.5 학년 하는날아님?,그건 4학년 정원이 없어서 그런거아님?
오티 못갓는데 머했는지 알려주실분,오늘은 출석 체크안한다고 해서 괜차나여
ㅈㄴ 거슬리는데 내가 예민한건가?,헉 내가 대가리깨줄게 누구야 대려와!!
주제보내라는데 뭘로 해야돼 ㅜㅜ?,나 그거 그냥 말하는 법 같은거 했는데
혹시 아는사람 비싸다고는 들었는데,"한밭대 학생 - 189,000원 3개월"
f도 아니고 그냥 점수가 없는거임?,F인데 F주기 미안해서 안주는거 아닐까
ot때 교수님이 언급하신거 있나요?,딱히 없어요 그냥 팀발표과제있다 정도?
곧 있으면 면접볼 것 같은데 어떰?,미산대 어디있는지는 알고 말하는거겠지?
따로 메일로 보내면 받아주시려나?…,일단 하는거까지해보고 안되면 메일 ㄱㄱ
신청해야돼? 알려주세요 선배님들 ㅜ,이게 그 반존대..?ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
우리 중간고사 시험기간 몇일부터야?,학교 홈페이지 대학교 학사정보 쳐서 봐
월평동에 있는 곳인데 여기 어때??,라섹라식하면 나오는 병원들중에 첨들어봄
